id,customer_name,amount,purchase_date
2187,Regina Davis,28921.10,2024-02-10
2188,Barbara Ward,6328.64,2025-03-18
2189,Jonathan Anderson MD,30990.75,2023-09-24
2190,Casey Hart,95195.25,2024-10-04
2191,Adam Short,36429.39,2024-11-06
2192,Amy Chavez,97728.87,2025-02-03
2193,Justin Harrell,69330.50,2024-05-21
2194,Mr. Cole Smith DDS,8956.60,2023-08-03
2195,James Lambert,92778.38,2025-01-29
2196,Adam Oconnor,11591.45,2025-06-21
2197,Carol Hale,28179.99,2023-09-24
2198,Michael Perkins,NULL,2025-01-15
2199,John Murphy,14572.59,2024-02-11
2200,Jeffrey Lawson,72031.17,2025-05-06
2201,Joshua Clark,44533.26,2024-12-09
2202,Andrea Allen,57275.98,2023-12-06
2203,Shawn Harris,84719.27,2024-06-21
2204,Christine Murphy,79720.40,2024-03-23
2205,Jennifer Park,49831.52,2023-08-21
2206,Elizabeth Snow,32683.00,2024-11-27
2207,Ashley Baker,NULL,2024-09-30
2208,Jordan White,82063.34,2024-12-24
2209,Leah Randall,75572.41,2025-05-14
2210,Julia Miller,50841.01,2024-07-12
2211,Regina Carpenter,NULL,2023-09-17
2212,Dr. Kathy Parks,80415.34,2024-03-13
2213,NULL,98800.92,NULL
2214,Kyle Townsend,31637.46,2025-01-15
2215,Jeanette Ramirez,54494.88,2023-10-03
2216,Joshua Mcdaniel,71373.43,NULL
2217,Alexis Perez,15680.01,2025-05-27
2218,Jason Brown,9210.86,2025-03-23
2219,Raymond Lopez,86854.37,2023-08-08
2220,Mrs. Brittany Warner,9851.86,2025-01-12
2221,Melissa Lopez,50106.26,2024-11-19
2222,Tracy Harper,7294.59,2025-06-27
2223,Angela Garcia,64899.30,2024-02-23
2224,Jason Payne,26504.00,2024-04-18
2225,Stephanie Harvey,85673.89,2024-08-03
2226,Savannah Mendoza,NULL,NULL
2227,Gary Smith,34247.74,NULL
2228,Joseph Stevens,79676.96,NULL
2229,Miguel Norris,55218.95,2024-07-23
2230,Cory Ray,98081.52,2025-01-23
2231,Theresa Murphy,NULL,2023-12-02
2232,Leah Williams,9824.64,2024-09-11
2233,Kathleen Mckenzie,78943.89,2024-05-06
2234,Robert Wolf,55728.89,2023-10-17
2235,Angela Floyd,9949.69,2023-10-08
2236,Mary Little,14382.88,2025-06-16
2237,Alexa Munoz,NULL,2024-10-12
2238,NULL,2165.79,NULL
2239,Kelly Jones,63767.75,2023-08-16
2240,Nicole Anderson,92291.56,2023-12-29
2241,Ian Evans,63590.13,2025-04-13
2242,Eric James,1450.57,2023-09-18
2243,Carolyn Horne,18923.45,2024-04-15
2244,Michael Chapman,30553.42,2023-08-30
2245,John Davis,25021.14,2023-12-23
2246,NULL,2425.93,2023-11-23
2247,Kevin Smith,84660.36,2025-04-10
2248,Paul Hart,83530.39,2024-11-08
2249,Benjamin Hayes,12618.05,2025-07-31
2250,Michael Adams,57335.87,NULL
2251,Kaylee Stephens,43301.32,2024-05-04
2252,David Garrison,95355.80,2023-12-05
2253,Courtney Page,40575.13,2024-02-25
2254,Hunter Rios,34329.08,2024-07-21
2255,Jason Taylor,50734.02,2025-04-19
2256,Matthew Alexander,80735.02,2025-05-15
2257,Robert Collins,78352.35,2023-10-03
2258,Steven Boyd,67515.86,NULL
2259,Michael Russell,39207.36,2025-02-25
2260,Kyle Alvarez,NULL,2025-01-21
2261,Kenneth Taylor,60074.67,2023-09-26
2262,Mary Wolfe,78531.19,2025-05-06
2263,Gabriella Haney,NULL,2024-03-26
2264,Adam Warner,26721.59,2023-09-21
2265,Charles Stone,65957.17,2024-08-26
2266,Tyler Johnson,30333.93,2025-07-22
2267,Natasha Leonard,84450.56,2025-07-26
2268,Kelly Ramos,135.98,2024-12-16
2269,Sandra Roy,8536.21,2024-11-21
2270,Misty Lee,93001.39,2025-06-14
2271,Robin Leonard,26762.03,NULL
2272,Kim Jenkins,36935.03,2025-02-19
2273,Kathryn Lamb,33213.93,2024-03-12
2274,Robin Johnson,64152.03,2023-11-14
2275,Patricia Miller,99698.58,2023-08-30
2276,Molly Landry MD,93638.75,2023-11-12
2277,Emily Hughes,NULL,2024-12-18
2278,Teresa Diaz,84535.60,2023-09-15
2279,Kevin Smith,51190.09,2023-12-14
2280,Michael Griffin,30638.31,2024-02-18
2281,Carol Pugh,60763.91,2025-02-14
2282,Eduardo Gutierrez,18266.48,2024-10-18
2283,Brian Whitaker,50086.57,2025-01-07
2284,NULL,63858.44,2024-02-09
2285,Mrs. Donna Thompson,58750.32,2024-01-23
2286,Savannah Clark,36929.98,NULL
2287,Cynthia Carroll,19303.23,2023-11-24
2288,Eric Hawkins,75609.94,2024-09-19
2289,Philip Harmon,41353.16,2024-11-16
2290,John Smith,27112.46,2025-06-26
2291,John Burke,-264.18,2023-08-15
2292,Stephanie Peterson,10064.41,2025-01-15
2293,NULL,NULL,2025-01-02
2294,Dawn Miller DDS,NULL,2024-08-11
2295,Christy Fields,95257.44,2024-03-01
2296,Jennifer Johnson,66899.94,2025-05-07
2297,Melissa White,59834.97,2024-02-18
2298,Julia Browning,47117.34,2023-12-19
2299,Timothy Weaver,15440.57,2024-04-22
2300,Julie Miller,13524.51,NULL
2301,Joseph Morgan,NULL,2023-10-14
2302,Jason Johnston,7716.70,2024-10-20
2303,Andrew Tucker,1379.79,NULL
2304,NULL,63098.15,2024-02-22
2305,Tanya Sexton,76502.04,2025-05-04
2306,Amy Martin,62555.01,2025-03-13
2307,Mark Lee,82593.18,2024-06-23
2308,Patricia Miller,46231.97,NULL
2309,Monique Fields,98547.82,2023-08-10
2310,Willie Oneill,23294.60,2024-06-02
2311,Kathleen Glover,NULL,2025-02-04
2312,Elizabeth Johnson,89295.44,2025-01-12
2313,Derrick Moore,74770.12,2024-09-08
2314,Natalie Sloan,26811.01,2023-11-06
2315,Regina Sanders,47606.17,2024-02-14
2316,Mr. Angel Wilcox,53238.80,2024-02-26
2317,Monique Ramsey,7711.87,2024-08-01
2318,Nicholas Downs,NULL,2025-05-15
2319,Jessica Kelly,6836.30,NULL
2320,Tina Smith,19228.06,2024-10-07
2321,Stephanie Graham,32710.99,2023-12-07
2322,Brandi Powell,56119.54,2023-08-06
2323,Jason Blankenship,97084.70,2024-01-23
2324,Nicholas Aguirre,NULL,2024-12-05
2325,Juan Davenport,24435.98,2023-09-23
2326,Christopher Leblanc,24617.53,2025-02-01
2327,Earl Hansen,NULL,2024-03-28
2328,Ms. Ashley Black,81197.80,2025-06-25
2329,Christopher Bradshaw,69264.59,2024-10-03
2330,Jesse Drake,54619.57,2024-09-01
2331,Elizabeth Young,7561.07,NULL
2332,Jordan Rasmussen,37603.22,2023-10-26
2333,Matthew Buckley,14206.00,2023-10-07
2334,Brett Ortiz,10074.82,2025-02-23
2335,Denise Mueller,47199.23,2025-03-28
2336,Jackson Flores,57709.86,2024-07-15
2337,Danielle Collins,66370.07,2024-12-20
2338,Karen Kim,36313.95,2024-02-22
2339,Heather Lucero,70437.45,2024-08-27
2340,Matthew Morrison,24880.94,2024-09-15
2341,Erika Moore,22597.54,2024-10-26
2342,Crystal Phillips,12298.15,2024-12-13
2343,Sylvia Lewis,48226.90,2024-05-15
2344,David Buchanan,65468.78,2024-04-21
2345,Kimberly Lara,-460.34,2023-10-08
2346,Dawn Decker,47651.75,2025-02-07
2347,Bryce Horne,NULL,2025-01-21
2348,Barbara Wright,11061.44,2025-04-01
2349,Laurie Gonzalez,64968.09,2025-07-02
2350,Casey Hutchinson,41398.12,2025-04-29
2351,Kayla Jackson,58077.04,2023-11-14
2352,Kelly Steele,94894.78,NULL
2353,Katherine King,93042.50,NULL
2354,Tony Wheeler,NULL,NULL
2355,Randall Walton,70322.00,2025-05-07
2356,Andrew Mcdonald,13731.62,2024-01-29
2357,Michael Phillips,86536.41,NULL
2358,Joshua Cantu,66282.35,2025-03-01
2359,Terri Foster,39641.52,2024-05-03
2360,Mary Wagner,52786.54,2024-04-25
2361,Michelle Parker,22667.71,2023-08-21
2362,Barbara Bennett,72801.52,2023-08-07
2363,Christopher Reyes,92925.69,2025-01-24
2364,Jenna Vincent,17995.38,2024-05-31
2365,Steven Spears,4298.52,2024-08-06
2366,Amanda Henry,38143.08,2024-03-26
2367,Cory Campbell,8260.03,2023-11-02
2368,Mr. Michael Sanchez,51940.13,2025-01-02
2369,Jeremy Scott,77391.19,2025-05-22
2370,Preston Mack,94648.49,2025-05-24
2371,Amy Velez,78230.06,NULL
2372,Mr. Eric Gould,78654.80,2024-10-23
2373,Shane Gray,47196.61,2023-12-11
2374,Timothy Lucas,32702.88,2024-10-22
2375,Seth Price,37412.37,2023-11-29
2376,Kimberly Vasquez,76415.13,2024-12-18
2377,Kevin Wolf,59866.72,2025-03-25
2378,Susan Bean,51178.97,2024-02-24
2379,Jason Castillo,30296.91,2025-05-11
2380,Catherine Smith,46036.00,2024-02-15
2381,Chad Hill,78813.04,2024-01-11
2382,Shannon Hall,35200.76,2025-03-26
2383,Kaitlyn Hall,42895.61,2025-06-25
2384,Rachael Stewart,63704.11,2024-04-12
2385,Melody Rios,64951.69,NULL
2386,Brendan Buck,46615.65,2024-03-19
2387,Carmen Lewis,9405.68,2025-04-24
2388,Dr. Michael Cantu,80798.46,2023-09-04
2389,Thomas Lewis,10755.27,2025-07-08
2390,Miss Laura Lopez DVM,NULL,2023-11-19
2391,Ryan Williamson,50163.70,2024-10-07
2392,Joseph Reilly,37438.26,2025-04-25
2393,Rachel Warner,61800.65,2025-02-19
2394,Tamara Green,2155.12,2024-08-23
2395,NULL,82187.41,2025-05-09
2396,Ann Roberts,16536.79,2024-04-22
2397,Megan Tucker,25382.27,2025-04-17
2398,Sherry Sanchez,66155.52,2024-02-25
2399,Ann Bryant,75080.96,2023-12-01
2400,Luis Campbell,88757.72,2024-06-05
2401,Samantha Olson,74973.11,2025-04-12
2402,Raymond Sanchez,1388.06,2024-12-06
2403,Mason Beck,99777.16,2023-12-20
2404,Eric Martinez,61310.90,2024-08-01
2405,Kenneth Gardner,3699.20,2023-11-19
2406,David Buck,70352.90,2024-10-09
2407,Tony Nguyen,NULL,2025-05-17
2408,Regina Barnes,1246.40,2024-11-06
2409,Brandy Smith,36632.24,NULL
2410,NULL,26797.31,2025-05-03
2411,Robert Riddle,13950.60,2024-04-06
2412,Sandra Potter,NULL,2023-10-07
2413,Amanda Costa,97870.51,2025-04-11
2414,Heather Herring,9571.11,2024-05-15
2415,Roy Giles,34169.87,2024-09-11
2416,Jessica Miller,38358.15,2024-12-25
2417,Maria Cox,56974.72,2025-07-01
2418,Meredith Carter,33504.26,2024-11-03
2419,Joshua Nelson,44943.09,2025-06-02
2420,Kelly Thompson,65065.00,2025-06-09
2421,Jodi Alexander,NULL,2025-02-08
2422,Paul Moore,51986.77,2024-06-26
2423,Emily Fisher,NULL,2025-05-16
2424,Brian Soto,51154.64,2025-02-04
2425,Keith Cline,25766.15,2024-10-13
2426,Ruben Hodges,55930.08,2024-12-13
2427,Maria Hernandez,77680.22,2024-03-08
2428,James Chambers,68897.97,NULL
2429,Jennifer Barber,NULL,2025-06-23
2430,Nicole Bullock,12563.83,2024-04-08
2431,Norman Valencia,85397.60,2024-11-15
2432,Cindy Smith,28597.11,2025-03-19
2433,Brian Thomas,26800.93,2025-06-12
2434,Robert Tucker,76703.97,NULL
2435,Christopher Morse,8464.77,2025-02-18
2436,Jessica Scott,65371.21,2024-11-30
2437,Kenneth Watkins,NULL,2023-09-18
2438,Rachel Contreras,41559.69,2024-08-13
2439,James Chen,22181.86,2024-09-20
2440,Rebecca Brown,21171.05,2024-08-14
2441,NULL,27006.99,2023-12-16
2442,NULL,49009.05,2025-03-01
2443,Diane Patel,98372.38,2023-12-31
2444,Lauren Burton,24013.52,NULL
2445,Meredith Harvey,84226.07,2023-12-27
2446,NULL,NULL,2025-05-25
2447,Stephen Wright,13862.03,2023-12-07
2448,Raymond Hale,NULL,2023-09-28
2449,Donna Vincent,43337.92,2024-10-04
2450,Robert Mccormick,47972.40,2023-09-19
2451,Sarah Lewis,57389.51,2024-08-04
2452,Kristi Owen MD,20458.24,2024-02-01
2453,Casey Gonzalez,64501.35,2023-12-10
2454,Brandon Snyder,NULL,2023-12-23
2455,Melissa Shaw,80566.26,2025-03-02
2456,Vickie Hudson,93055.02,2025-02-01
2457,Daniel Powers,4855.63,2023-11-25
2458,Michael Bryant,NULL,NULL
2459,Yvonne Collins,75172.03,2024-03-02
2460,Mrs. Jenna Ray,82093.68,2025-01-13
2461,Amy Sharp,66160.54,NULL
2462,James Bailey,61413.72,2024-10-27
2463,Larry Ray,26709.21,2025-04-11
2464,Jacqueline Fields,36848.03,2024-08-01
2465,NULL,74594.16,2025-01-15
2466,Holly Porter,NULL,2024-12-06
2467,John Anderson,67843.59,2023-09-25
2468,Steven Chaney,NULL,2025-05-10
2469,Katherine Banks,34616.95,2025-07-17
2470,Amber Noble MD,99724.46,2025-02-25
2471,NULL,66634.01,NULL
2472,Brittany Mendoza,12259.85,2023-09-10
2473,Sean Brown,95967.57,2024-01-07
2474,Chad Page,NULL,2024-12-13
2475,Sandra Small,39415.52,2024-02-14
2476,Adam Mason,96582.56,2025-05-18
2477,Sheila Miller,47118.09,2025-01-28
2478,Matthew Armstrong,57087.13,NULL
2479,Karen Jackson,NULL,2024-07-13
2480,Dustin Garcia,22636.21,2024-11-30
2481,Ashley Jefferson,60507.30,NULL
2482,Joshua Anderson,22370.17,2024-10-03
2483,Melissa Oliver,7809.88,2025-01-31
2484,Sara Dillon,33235.37,2023-12-14
2485,Emily Rodriguez,81893.25,2024-02-19
2486,Jason Hamilton,78084.14,2024-10-05
2487,Ryan Hutchinson,68426.73,2024-04-02
2488,Calvin Bishop,54636.17,2024-05-13
2489,Aaron Mcdonald,63041.74,2023-12-06
2490,Christina Sexton,9365.65,2025-06-14
2491,Patricia Smith,NULL,2023-12-07
2492,Sergio Bradley,52841.43,2024-06-20
2493,Allison Rodriguez,37649.49,2024-07-21
2494,Kevin Morton,67812.73,2024-09-16
2495,NULL,66864.56,2024-09-06
2496,Barbara Taylor,38531.52,2024-09-16
2497,NULL,11137.70,NULL
2498,Debra Jones MD,23093.96,2024-11-17
2499,Andrew Galloway,28742.57,2024-04-23
2500,Jonathan Estes,17185.96,2024-01-02
2501,Jack Ayala,13224.47,2025-07-04
2502,Joseph Meyer,44084.31,2023-08-20
2503,James Johnson,38378.80,2023-10-01
2504,Maria Lambert,75158.92,2025-06-19
2505,Ashley Acosta,26693.95,2025-07-26
2506,Kyle Moore,77832.61,2025-03-30
2507,Jessica Walton,92742.87,NULL
2508,Michelle Morris,60105.76,2024-01-08
2509,Justin Becker,72870.11,2023-10-08
2510,Jose Moore,8064.56,NULL
2511,Philip Mccormick,NULL,2024-09-03
2512,Angela Griffin,16590.41,2024-01-28
2513,David Allen,18299.56,NULL
2514,Sylvia Gonzalez,16389.90,2023-08-27
2515,Mr. Michael Acevedo,67267.34,2023-11-25
2516,Lisa Ponce,NULL,2025-06-26
2517,Kristin Medina,30388.51,2024-03-24
2518,Katelyn Campbell,3007.56,2023-11-30
2519,Deborah Valencia,8493.59,2025-04-12
2520,Joel Wood,NULL,2025-05-02
2521,James Ballard,26947.92,2025-05-28
2522,Robert Rodriguez,25695.76,2024-10-13
2523,Shannon Allen,39387.44,NULL
2524,Susan Savage,98424.57,2024-03-22
2525,Mary Morales,33145.79,2024-11-26
2526,Tina Ramirez,61522.63,2025-07-11
2527,Kim Calhoun,99872.39,2023-09-02
2528,Scott Howard,NULL,2024-07-12
2529,Joseph Kim,33545.98,2024-01-27
2530,Emily Foster,42610.79,2025-03-16
2531,Andrew Anderson,85005.12,2024-11-22
2532,Dennis Johnson,14903.93,2025-05-16
2533,Jason Simpson,32538.55,2025-04-12
2534,Jacob Cortez,67712.19,2025-03-29
2535,NULL,88433.93,2025-05-10
2536,Terry Meyer,34260.55,2024-08-02
2537,Yvonne Nguyen,NULL,2024-10-05
2538,Jeffrey Kelly,5086.37,2024-09-11
2539,Nathan Lopez,55046.69,2024-11-16
2540,Gary Walker,99322.52,2024-08-02
2541,William Garcia,23851.22,2024-11-15
2542,Geoffrey Watson,32230.00,2023-12-25
2543,Corey Weber,3302.66,2024-11-08
2544,Jeffrey Williams,79651.54,2024-02-23
2545,Kelly Wilson,35014.17,2025-02-13
2546,Patrick Moody,16936.08,2023-08-05
2547,Sara Phillips,76661.87,2024-09-16
2548,Joseph Jones,75190.83,2025-05-13
2549,Emma Anderson DDS,36699.44,2025-06-09
2550,Katherine Lee,82382.36,2024-10-31
2551,Kathy Bright,26785.35,2023-09-20
2552,Sandra Smith,52908.88,2024-06-19
2553,Jason Gray,6135.24,2024-09-24
2554,Richard Mccarthy,NULL,2024-12-14
2555,Miranda Campbell,66527.34,2025-02-28
2556,Danielle Shah,NULL,2025-04-07
2557,Deborah Clark,NULL,2023-11-30
2558,Deborah Stevens,19614.18,2025-02-19
2559,Rita Taylor,35407.31,2025-04-25
2560,Thomas Williams,31295.43,2025-05-17
2561,Ashley Nelson,33406.77,2024-09-07
2562,Jeremiah Pierce,7943.15,2025-04-16
2563,Kevin Ferrell,84873.58,2025-07-14
2564,Carolyn Tanner,75502.61,2025-04-05
2565,Mark Anderson,76950.77,2023-11-23
2566,Donald Martin,3288.88,2024-07-27
2567,Joseph Herrera,73870.17,2025-05-16
2568,Barbara Wright,47929.90,NULL
2569,Jeffrey Andrews,97284.51,2024-08-13
2570,Jared Rivera,25695.46,NULL
2571,Nathaniel Kent,56144.18,2024-12-21
2572,Brooke Hayes,74075.43,NULL
2573,Darius Crosby,15389.61,2025-07-20
2574,Thomas Castillo,67424.67,2025-03-20
2575,Raymond Terry,61117.57,2024-02-27
2576,Eric Lewis,10732.32,2023-10-22
2577,Zachary Whitehead,67131.62,2024-06-28
2578,Chelsea Ellis,28384.93,2024-12-11
2579,Gabrielle Mcgee,4142.85,2024-10-10
2580,Richard Cole,68840.70,2024-05-28
2581,Megan Chandler,3216.80,2024-10-13
2582,David Ramirez,NULL,2023-11-02
2583,Daniel Black,45199.19,2024-06-13
2584,Michael King,60476.59,2024-06-27
2585,Sarah Thomas,60512.47,2024-06-29
2586,Jamie Hendricks,76023.67,2023-11-30
2587,Sarah Lowe,67205.21,2024-02-11
2588,Cassandra Shaffer,NULL,2025-05-29
2589,Matthew Baird,71883.88,2024-02-22
2590,Anthony French,39267.54,2025-01-13
2591,Christopher Smith,821.31,NULL
2592,Donna Ford,94375.16,2024-07-26
2593,Andrew Lowe,56065.64,2023-09-20
2594,James Powell,12324.03,2024-07-23
2595,Todd Washington,55908.59,2024-08-28
2596,Jason Torres,46776.24,2024-02-14
2597,Sandra Bauer,98847.65,2024-06-01
2598,Todd Valencia,NULL,2024-11-07
2599,Stefanie Jacobs,95825.67,2024-03-11
2600,David Montgomery,95257.76,2024-03-27
2601,Paula Smith,26396.77,2024-08-22
2602,Samantha Elliott,92445.39,2024-12-21
2603,Jamie Acosta,924.37,2023-09-04
2604,Jonathon Miller,31578.70,2025-03-11
2605,Christine Klein,75091.83,2024-06-24
2606,Martha Lopez,33207.56,2025-06-21
2607,Tyler Sanchez,59965.82,2025-03-11
2608,Shawn Kerr,71101.85,2023-08-06
2609,Scott Stevens,11494.69,2024-08-16
2610,Melissa Watson,43118.27,2025-02-01
2611,Frank Yates,34475.29,2024-01-10
2612,Matthew Miller,80075.65,2024-01-20
2613,Henry Pope,71548.58,2024-04-23
2614,Sarah Little,1475.26,2024-09-06
2615,Deborah Miller,414.91,2023-10-06
2616,Edward Taylor,NULL,2024-12-15
2617,Thomas Harris,83618.54,2023-12-18
2618,Barry King,94054.41,2024-01-14
2619,Amanda Roberts,80985.38,2024-03-03
2620,Steven Peterson,43063.64,2024-05-15
2621,Cynthia Ward,NULL,2025-07-06
2622,Daniel Franco,NULL,NULL
2623,Amanda Benton,50820.57,NULL
2624,NULL,NULL,2024-11-15
2625,Marissa Dickson,15926.89,2024-05-18
2626,Daniel Morris,NULL,2025-04-13
2627,Jordan Martin,NULL,NULL
2628,Mark Sherman,32556.97,2024-02-02
2629,Christopher Lopez,98856.40,2025-01-27
2630,Dr. Tracy Dorsey,5669.01,2024-04-24
2631,Dylan Riggs,54555.06,2024-02-26
2632,Brandon Mitchell,NULL,2023-11-13
2633,Robert Robertson,83176.65,2024-06-18
2634,Joseph Fowler,74897.45,2024-12-31
2635,Christina Oliver,NULL,2023-11-26
2636,Christopher Wilson,NULL,2023-09-03
2637,Dr. Jessica Green,60964.21,2024-05-05
2638,Julia Mckee,43274.45,2023-10-11
2639,Lindsey Nguyen,84654.88,2025-02-02
2640,Brendan York,7315.82,2025-06-01
2641,Donna Simpson,78058.55,2024-07-27
2642,Donna Young,38103.63,2024-01-12
2643,Troy Carroll,12878.51,2025-05-07
2644,Donald Blevins,NULL,2025-01-23
2645,James Armstrong,36534.82,2023-12-06
2646,Jill Barnes,52313.40,NULL
2647,Alexander Dorsey,23790.37,2025-05-11
2648,Jason Cook,26765.59,2025-07-22
2649,Mason Cook,11464.72,2024-10-19
2650,Jennifer Morrow,15916.81,2025-06-20
2651,Sarah Mendoza,22155.21,2024-08-14
2652,Brendan Gibbs,7866.58,2024-04-19
2653,Lisa Diaz,61323.62,2024-08-02
2654,Stacy Robinson,89645.23,2023-10-07
2655,NULL,95575.43,2024-04-10
2656,Jill Williams,11032.01,2025-01-28
2657,Leslie Blackwell,17574.06,2025-05-02
2658,Robert Williams,94377.42,2023-10-03
2659,Johnny Meadows,77514.84,2024-01-01
2660,Sara Rush,60521.70,2024-06-06
2661,Brittany Smith,98881.19,2024-04-03
2662,Amanda Page,91384.64,2025-03-05
2663,Gary Cardenas,60419.22,2024-05-20
2664,Christopher Sims,8827.40,2025-05-29
2665,NULL,42403.88,2024-08-22
2666,Ms. Michelle Butler,10833.03,2024-08-29
2667,NULL,88448.48,2024-08-04
2668,Barbara Lucas,59309.06,NULL
2669,Hannah Booth,21982.30,NULL
2670,Shannon Mcmahon,25208.18,NULL
2671,Daniel Hughes,23869.52,2024-11-02
2672,Michelle Moore,78621.52,2024-06-03
2673,Judy Decker,14737.09,2024-12-17
2674,Amanda Novak,NULL,2024-08-10
2675,Angela Gutierrez,94378.51,2023-12-16
2676,Frederick Myers,68612.57,2024-01-01
2677,Larry Higgins,69928.05,2025-01-14
2678,Mr. Michael Carrillo,76693.98,2024-12-10
2679,Amy Mullen,27345.30,2024-05-12
2680,Richard Ferguson,8723.84,2024-04-23
2681,Jose Case,82782.70,2025-06-18
2682,Jillian Duncan,16701.05,2023-09-08
2683,James Hester,17903.09,2024-03-06
2684,NULL,70380.60,2024-12-01
2685,Cynthia Morales,NULL,2024-09-27
2686,NULL,21233.32,2025-04-13
2687,Stephanie Contreras,65648.74,2024-10-23
2688,Ronald Romero,82506.15,2024-11-23
2689,Jessica Gallagher,60823.70,NULL
2690,Joel Mendoza,24738.55,2023-08-22
2691,Shelly White,60709.31,2024-01-14
2692,William White,97372.90,2025-02-01
2693,Isaiah Cunningham,85466.88,2025-03-28
2694,Michael Fleming,1743.03,2024-12-30
2695,NULL,31920.88,2024-04-13
2696,James Rasmussen,NULL,2023-12-22
2697,Andrew Hicks,6489.71,2025-07-17
2698,Emma Jordan,42555.24,2024-06-12
2699,Robert Adams,10758.32,2024-12-13
2700,Ashley Contreras DDS,62140.35,2023-11-07
2701,Lisa Jones,92051.56,2025-07-09
2702,Debra Vance,56232.04,2024-04-26
2703,Richard Morales,NULL,2024-08-19
2704,Christopher James,92251.96,NULL
2705,Christy Moore,60730.90,2024-04-19
2706,Sarah Medina,65335.65,2023-08-30
2707,Nicholas Johnston,74080.78,2025-06-07
2708,Tracey Elliott,64996.42,2024-01-11
2709,Jasmine Hernandez,68752.11,2023-11-02
2710,Joseph Peters,86418.72,2023-11-08
2711,Julie Potter,51499.86,2024-11-29
2712,James English,71295.48,2024-02-01
2713,Jeremy Benjamin,26538.30,2025-02-13
2714,Tina Leach,75803.77,2023-10-26
2715,Leslie Farrell,65653.27,2025-07-07
2716,Brian Jackson,30607.84,2024-03-31
2717,Shane Kelly,48279.13,2025-02-09
2718,Aimee Taylor,90401.73,2024-10-09
2719,Scott Hernandez,64699.91,2024-10-14
2720,Dylan Aguilar,16365.01,2024-09-06
2721,Christina Boone,64057.74,2023-12-01
2722,Samuel Barrett,50808.84,2024-06-26
2723,Timothy Valdez,49268.12,2024-04-14
2724,Jacqueline Gutierrez,56210.38,NULL
2725,James Wood,4559.70,2024-08-04
2726,Jeffrey Walter DDS,60697.93,2024-05-23
2727,Derrick Gallegos,66979.64,2023-10-27
2728,Mr. Terry Compton,NULL,2023-09-01
2729,Denise Richards,55348.72,2025-05-08
2730,Douglas Wells,53796.46,2024-06-01
2731,NULL,13658.34,2024-07-30
2732,Christopher Walls,17371.61,2024-07-11
2733,Michelle Cordova,44516.33,2025-05-15
2734,NULL,81530.70,2024-01-07
2735,Laura Murray,54769.59,2024-12-31
2736,Zachary Carney,NULL,2024-02-11
2737,Anthony Phelps,NULL,2025-01-10
2738,Dean Bird,11459.55,2025-05-31
2739,Jim Robertson,27291.02,2024-02-27
2740,Mary Ramos,95559.78,2024-03-08
2741,Sara Wagner,2799.01,2024-01-23
2742,Susan Brown,NULL,2023-12-11
2743,Victoria Thomas,75667.75,2025-01-17
2744,Brian Allen,88228.17,2024-09-22
2745,Jason Bishop,NULL,2025-01-17
2746,Randy Buck,64521.44,2024-02-28
2747,Michelle Johnson,48494.80,2024-08-02
2748,Andrew Garcia,94374.83,NULL
2749,Mary Jensen,19381.13,2025-06-04
2750,John Smith,98605.14,2024-06-21
2751,Eric Galloway,9415.63,2024-08-07
2752,Robert Bell,77358.39,2024-11-20
2753,Benjamin Wilson,89222.88,NULL
2754,Carla Holland,17525.74,2025-04-26
2755,Joseph Hester,37356.96,NULL
2756,Linda Roberts,19283.24,2023-09-13
2757,Samantha Underwood,3954.51,2024-04-15
2758,Linda Gibbs,19692.51,2024-06-16
2759,Hannah Hammond,37391.90,2024-03-30
2760,Debra Lee,27552.41,2024-11-04
2761,Cheryl Pierce,39351.59,2023-08-29
2762,Jill Morales,43670.15,NULL
2763,Brian Little,15887.01,2024-06-16
2764,Catherine Christensen,45009.15,2024-05-09
2765,NULL,27114.62,2024-11-05
2766,Kristin Kaufman,88467.53,2024-07-01
2767,Andrea Khan,45335.62,2024-12-23
